"An Experiment With an Air Pump","Stephenson","Shelagh","Banned by restriction","1799 - On the eve of a new century, the house buzzes with scientific experiments, furtive romance and farcical amateur dramatics. 1999 - In a world of scientific chaos, cloning and genetic engineering, the cellar of the same house reveals a dark secret buried for 200 years.","Plays, Drama, Classics, Theatre, School, Read For School, Historical Fiction"
"Glass Sword","Aveyard","Victoria","Banned by restriction","If there’s one thing Mare Barrow knows, it’s that she’s different.  Mare Barrow’s blood is red—the color of common folk—but her Silver ability, the power to control lightning, has turned her into a weapon that the royal court tries to control.  The crown calls her an impossibility, a fake, but as she makes her escape from Maven, the prince—the friend—who betrayed her, Mare uncovers something startling: she is not the only one of her kind.  Pursued by Maven, now a vindictive king, Mare sets out to find and recruit other Red-and-Silver fighters to join in the struggle against her oppressors.  But Mare finds herself on a deadly path, at risk of becoming exactly the kind of monster she is trying to defeat.  Will she shatter under the weight of the lives that are the cost of rebellion? Or have treachery and betrayal hardened her forever?  The electrifying next installment in the Red Queen series escalates the struggle between the growing rebel army and the blood-segregated world they’ve always known—and pits Mare against the darkness that has grown in her soul.","Young Adult, Dystopia, Romance, Fiction, Young Adult Fantasy, Audiobook, Magic"
"Only Mostly Devastated","Gonzales","Sophie","Banned","Will Tavares is the dream summer fling ― he's fun, affectionate, kind ― but just when Ollie thinks he's found his Happily Ever After, summer vacation ends and Will stops texting Ollie back. Now Ollie is one prince short of his fairy tale ending, and to complicate the fairy tale further, a family emergency sees Ollie uprooted and enrolled at a new school across the country. Which he minds a little less when he realizes it's the same school Will goes to... except Ollie finds that the sweet, comfortably queer guy he knew from summer isn't the same one attending Collinswood High. This Will is a class clown, closeted ― and, to be honest, a bit of a jerk.  Ollie has no intention of pining after a guy who clearly isn't ready for a relationship, especially since this new, bro-y jock version of Will seems to go from hot to cold every other week. But then Will starts ""coincidentally"" popping up in every area of Ollie's life, from music class to the lunch table, and Ollie finds his resolve weakening.  The last time he gave Will his heart, Will handed it back to him trampled and battered. Ollie would have to be an idiot to trust him with it again.  Right? Right.","Romance, LGBT, Young Adult, Contemporary, Queer, Fiction, Audiobook"
"Fealess Fourteen","Evanovich","Janet","Banned","Personal vendettas, hidden treasure, and a monkey named Carl will send bounty hunter Stephanie Plum on her most explosive adventure yet.  The Crime: Armed robbery to the tune of nine million dollars  Dom Rizzi robbed a bank, stashed the money, and did the time. His family couldn't be more proud. He always was the smart one.  Joe Morelli  Joe Morelli, Dom Rizzi, and Dom's sister, Loretta, are cousins. Morelli is a cop, Rizzi robs banks, and Loretta is a single mother waiting tables at the firehouse. The all-American family.  Murder, kidnapping, destruction of personal property, and acid reflux  Less than a week after Dom's release from prison, Joe Morelli has shadowy figures breaking into his house and dying in his basement. He's getting threatening messages, Loretta is kidnapped, and Dom is missing.  Moonman  Morelli hires Walter ""Mooner"" Dunphy, stoner and ""inventor"" turned crime fighter, to protect his house. Morelli can't afford a lot on a cop's salary, and Mooner will work for potatoes.  Stephanie Plum  Stephanie and Morelli have a long-standing relationship that involves sex, affection, and driving each other nuts. She's a bond enforcement agent with more luck than talent, and she's involved in this bank-robbery-gone-bad disaster from day one.  : A favor for Ranger  Security expert Carlos Manoso, street name Ranger, has a job for Stephanie that will involve night work. Morelli has his own ideas regarding Stephanie's evening activities.  Only the fearless should read .  Thrills, chills, and incontinence may result.","Mystery, Fiction, Humor, Chick Lit, Romance, Crime, Audiobook"
"Looking for JJ","Cassidy","Anne","Banned pending investigation","Three children walked away from the cottages on the edge of town toward Berwick Waters. Later that day, only two of them came back. . . .  Alice Tully knows exactly what happened that spring day six years ago, though it's still hard for her to believe it. She'll never be able to forget, even though she's trying to lead a normal life--she has a job, friends, and a boyfriend whom she adores. But Alice's past is dangerous, and violent, and sad . . . and it's about to rip her new life apart.  A gripping and emotionally searing novel by accomplished British author Anne Cassidy, Looking for JJ infuses a terrifying subject with humanity and hope.","Young Adult, Mystery, Crime, Fiction, Contemporary, Thriller, Realistic Fiction"
"Grim Lovelies","Shepherd","Megan","Banned pending investigation","Seventeen-year-old Anouk envies the human world, where people known as Pretties lavish themselves in fast cars, high fashion, and have the freedom to fall in love. But Anouk can never have those things, because she is not really human. Enchanted from animal to human girl and forbidden to venture beyond her familiar Parisian prison, Anouk is a Beastie: destined for a life surrounded by dust bunnies and cinders serving Mada Vittora, the evil witch who spelled her into existence. That is, until one day she finds her mistress murdered in a pool of blood—and Anouk is accused of the crime.  Now, the world she always dreamed of is rife with danger. Pursued through Paris by the underground magical society known as the Haute, Anouk and her fellow Beasties only have three days to find the real killer before the spell keeping them human fades away. If they fail, they will lose the only lives they’ve ever known…but if they succeed, they could be more powerful than anyone ever bargained for.  From New York Times bestselling author Megan Shepherd, Grim Lovelies is an epic and glittering YA fantasy. Prepare to be spellbound by the world of Grim Lovelies, where secrets have been long buried, friends can become enemies, and everything—especially humanity—comes at a price.","Fantasy, Young Adult, Young Adult Fantasy, Witches, Magic, Fiction, Urban Fantasy"
"Girl With a Pearl Earring","Chevalier","Tracy","Banned","With precisely 35 canvases to his credit, the Dutch painter Johannes Vermeer represents one of the great enigmas of 17th-century art. The meager facts of his biography have been gleaned from a handful of legal documents. Yet Vermeer's extraordinary paintings of domestic life, with their subtle play of light and texture, have come to define the Dutch golden age. His portrait of the anonymous Girl with a Pearl Earring has exerted a particular fascination for centuries—and it is this magnetic painting that lies at the heart of Tracy Chevalier's second novel of the same title.  Girl with a Pearl Earring centers on Vermeer's prosperous Delft household during the 1660s. When Griet, the novel's quietly perceptive heroine, is hired as a servant, turmoil follows. First, the 16-year-old narrator becomes increasingly intimate with her master. Then Vermeer employs her as his assistant—and ultimately has Griet sit for him as a model.","Historical Fiction, Fiction, Classics, Historical, Art, Romance, Adult"
"Insomnia","King","Stephen","Banned","Ralph Roberts, a sus setenta años y tras la muerte de su mujer, siente que su vida se acaba. ¿Es acaso posible que su reciente viudez, unida a un persistente insomnio, sea la causa de esa nueva sensibilidad visual que, poco a poco, le permite ver el más allá de las personas? A Ralph le preocupa este hecho, pero no menos que el súbito e inexplicable comportamiento, irracional y violento, de algunos de sus vecinos...","Horror, Fiction, Fantasy, Thriller, Mystery, Supernatural, Suspense"
"Never Fall Down","McCormick","Patricia","Banned","This National Book Award nominee from two-time finalist Patricia McCormick is the unforgettable story of Arn Chorn-Pond, who defied the odds to survive the Cambodian genocide of 1975–1979 and the labor camps of the Khmer Rouge.  Based on the true story of Cambodian advocate Arn Chorn-Pond, and authentically told from his point of view as a young boy, this is an achingly raw and powerful historical novel about a child of war who becomes a man of peace. It includes an author's note and acknowledgments from Arn Chorn-Pond himself.  When soldiers arrive in his hometown, Arn is just a normal little boy. But after the soldiers march the entire population into the countryside, his life is changed forever.  Arn is separated from his family and assigned to a labor camp: working in the rice paddies under a blazing sun, he sees the other children dying before his eyes. One day, the soldiers ask if any of the kids can play an instrument. Arn's never played a note in his life, but he volunteers.  This decision will save his life, but it will pull him into the very center of what we know today as the Killing Fields. And just as the country is about to be liberated, Arn is handed a gun and forced to become a soldier.","Historical Fiction, Young Adult, Fiction, War, Historical, Survival, Realistic Fiction"
"Master of the Game","Sheldon","Sidney","Banned pending investigation","One of Sidney Sheldon's most popular and bestselling titles, repackaged and reissued for a new generation of fans. Kate Blackwell is one of the richest and most powerful women in the world. She is an enigma, a woman surrounded by a thousand unanswered questions. Her father was a diamond prospector who struck it rich beyond his wildest dreams. Her mother was the daughter of a crooked Afrikaaner merchant. Her conception was itself an act of hate-filled vengeance. At the extravagent celebrations of her ninetieth birthday, there are toasts from a Supreme Court Judge and a telegram from the White House. And for Kate there are ghosts, ghosts of absent friends and of enemies. Ghosts from a life of blackmail and murder. Ghosts from an empire spawned by naked ambition! Sidney Sheldon is one of the most popular storytellers in the world. This is one of his best-loved novels, a compulsively readable thriller, packed with suspense, intrigue and passion. It will recruit a new generation of fans to his writing.","Fiction, Thriller, Mystery, Suspense, Mystery Thriller, Romance, Drama"
"Blockade Billy","King","Stephen","Banned","Even the most die-hard baseball fans don't know the true story of William “Blockade Billy” Blakely. He may have been the greatest player the game has ever seen, but today no one remembers his name. He was the first--and only--player to have his existence completely removed from the record books. Even his team is long forgotten, barely a footnote in the game's history.  Every effort was made to erase any evidence that William Blakely played professional baseball, and with good reason. Blockade Billy had a secret darker than any pill or injection that might cause a scandal in sports today. His secret was much, much worse... and only Stephen King, the most gifted storyteller of our age, can reveal the truth to the world, once and for all.","Horror, Fiction, Sports, Baseball, Short Stories, Thriller, Suspense"
"Reservation Blues","Alexie","Sherman","Banned by restriction","The life of Spokane Indian Thomas Builds-the-Fire irrevocably changes when blues legend Robert Johnson miraculously appears on his reservation and passes the misfit storyteller his enchanted guitar. Inspired by this gift, Thomas forms Coyote Springs, an all-Indian Catholic band who find themselves on a magical tour that leads from reservation bars to Seattle and New York--and deep within their own souls.","Fiction, Native American, Magical Realism, Music, Indigenous, Novels, Literature"
"Necropolis","Hawk","Jordan L.","Banned pending investigation","alternate cover edition of ISBN 9781941230046  Introverted scholar Percival Endicott Whyborne has spent the last few months watching his lover, Griffin Flaherty, come to terms with the rejection of his adoptive family. So when an urgent telegram from Christine summons them to Egypt, Whyborne is reluctant to risk the fragile peace they’ve established. Until, that is, a man who seems as much animal as human tries to murder Whyborne in the museum.  Amidst the ancient ruins of the pharaohs, they must join Christine and face betrayal, murder, and a legendary sorceress risen from the dead. In the forge of the desert heat, the trio will either face their fears and stand together—or shatter the bonds between them forever.   is the fourth book in the series, where magic, mystery, and m/m romance collide with Victorian era America.","Historical, Fantasy, M M Romance, Paranormal, Romance, Mystery, Historical Fiction"
"Only in Your Dreams","von Ziegesar","Cecily","Banned","",""
"Mexican Whiteboy","de la Peña","Matt","Banned pending investigation","This is one of multiple covers/editions with ISBN 9780440239383.  Newbery Award-winning and New York Times bestselling author Matt de la Pena's Mexican WhiteBoy is a story of friendship, acceptance, and the struggle to find your identity in a world of definitions.  Danny is tall and skinny. Even though he's not built, his arms are long enough to give his pitch a power so fierce any college scout would sign him on the spot. Ninety-five mile an hour fastball, but the boy's not even on a team. Every time he gets up on the mound, he loses it.  But at his private school, they don't expect much else from him. Danny is brown. Half-Mexican brown. And growing up in San Diego that close to the border means everyone else knows exactly who he is before he even opens his mouth. Before they find out he can't speak Spanish, and before they realize his mom has blond hair and blue eyes, they've got him pegged. But it works the other way too. And Danny's convinced it's his whiteness that sent his father back to Mexico.  That's why he's spending the summer with his dad's family. But to find himself, he may just have to face the demons he refuses to see--the demons that are right in front of his face. And open up to a friendship he never saw coming.  Matt de la Pena's critically acclaimed novel is an intimate and moving story that offers hope to those who least expect it.  ""[A] first-rate exploration of self-identity."" --  ""...de la Pena poignantly conveys the message that, despite obstacles, you must believe in yourself and shape your own future."" --  "" Danny's struggle to find his place will speak strongly to all teens, but especially to those of mixed race."" --  --  ""This is more than a book about a baseball player--this is a book about life."" --Curtis Granderson, New York Mets outfielder    A Junior Library Guild Selection","Young Adult, Sports, Realistic Fiction, Fiction, Contemporary, Cultural, Baseball"
"Ruthless","Shepard","Sara","Banned pending investigation","For years scandal has rocked Rosewood, Pennsylvania - and high school seniors Aria, Emily, Hanna, and Spencer have always been at the center of the drama. They've lost friends, been targeted by a ruthless stalker named A, and narrowly escaped death. And it's not over yet.  Aria's love life is on the fritz. Emily's exploring her wild side. Hanna's kissing the enemy. And someone from Spencer's past - someone she never thought she'd see again - is back to haunt her.  But none of that compares to what happened last spring break. It's their darkest secret yet, and guess who found out? Now A is determined to make them pay for their crime, and the only thing scarier than A is the fear that maybe, just maybe, they deserve what's coming to them.","Young Adult, Mystery, Fiction, Contemporary, Romance, Chick Lit, Thriller"
"Marc Chagall","Venezia","Mike","Banned pending investigation","Discusses the life and work of the artist Chagall, from his birth in Russia to his death at the age of ninety-seven.","Art, Picture Books, Nonfiction, Biography, Childrens"
"Rabbit at Rest","Updike","John","Banned","Winner of the 1991 Pulitzer Prize for Fiction. In John Updike's fourth and final novel about ex-basketball player Harry ""Rabbit"" Angstrom, the hero has acquired heart trouble, a Florida condo, and a second grandchild. His son and daughter-in-law are acting erratically, his wife Janice wants to work, and Rabbit is searching his soul, looking for reasons to live.","Fiction, Classics, American, Novels, Literature, Literary Fiction, 20th Century"
"The Revolution of Birdie Randolph","Colbert","Brandy","Banned pending investigation","Perfect for fans of Nina LaCour and Nicola Yoon comes a novel about first love and family secrets from Stonewall Book Award winner Brandy Colbert.  Dove ""Birdie"" Randolph works hard to be the perfect daughter and follow the path her parents have laid out for her: She quit playing her beloved soccer, she keeps her nose buried in textbooks, and she's on track to finish high school at the top of her class. But then Birdie falls hard for Booker, a sweet boy with a troubled past...whom she knows her parents will never approve of.  When her estranged aunt Carlene returns to Chicago and moves into the family's apartment above their hair salon, Birdie notices the tension building at home. Carlene is sweet, friendly, and open-minded--she's also spent decades in and out of treatment facilities for addiction. As Birdie becomes closer to both Booker and Carlene, she yearns to spread her wings. But when long-buried secrets rise to the surface, everything she's known to be true is turned upside down.","Young Adult, Contemporary, Romance, Realistic Fiction, Fiction, LGBT, Audiobook"
"Announcing Trouble","Dominy","Amy Fellner","Banned pending investigation","I may know everything there is to know about baseball, but that doesn’t mean I have to like it. Or like him. Garrett Reeves: sidelined player and the embodiment of everything I’ve learned to hate about baseball. He’s gorgeous, he’s cocky, he’s laser-focused on getting back in the game, no matter the cost.  When he convinces me to call games alongside him, our chemistry heats up the booth. We’re good together, whether I want to admit it or not. I’m finding that I like baseball again, but even worse, I’m liking Garrett. A lot.  But when he has to decide between our future and a new shot at his dreams, I know baseball will win out every time.","Young Adult, Romance, Sports, Contemporary, Sports Romance, Young Adult Romance, High School"
"Beetle and the Hollowbones","Layne","Aliza","Banned pending investigation","An enchanting, riotous, and playfully illustrated debut graphic novel following a young goblin trying to save her best friend from the haunted mall—perfect for fans of Steven Universe and Adventure Time.  In the eerie town of ‘Allows, some people get to be magical sorceresses, while other people have their spirits trapped in the mall for all ghastly eternity.  Then there’s twelve-year-old goblin-witch Beetle, who’s caught in between. She’d rather skip being homeschooled completely and spend time with her best friend, Blob Ghost. But the mall is getting boring, and B.G. is cursed to haunt it, tethered there by some unseen force. And now Beetle’s old best friend, Kat, is back in town for a sorcery apprenticeship with her Aunt Hollowbone. Kat is everything Beetle wants to be: beautiful, cool, great at magic, and kind of famous online. Beetle’s quickly being left in the dust.  But Kat’s mentor has set her own vile scheme in motion. If Blob Ghost doesn’t escape the mall soon, their afterlife might be coming to a very sticky end. Now, Beetle has less than a week to rescue her best ghost, encourage Kat to stand up for herself, and confront the magic she’s been avoiding for far too long. And hopefully ride a broom without crashing.","Graphic Novels, Fantasy, Middle Grade, LGBT, Comics, Queer, Young Adult"
"Summer on Wheels: A Road Trip Like No Other","Soto","Gary","Banned pending investigation","5"" x 7 1/2"" - 165 pages - Two teenagers learn that a journey (on bikes) is less about where you are going than what you discover on our way.","Young Adult"
"The Love Hypothesis","Hazelwood","Ali","Banned","As a third-year Ph.D. candidate, Olive Smith doesn't believe in lasting romantic relationships--but her best friend does, and that's what got her into this situation. Convincing Anh that Olive is dating and well on her way to a happily ever after was always going to take more than hand-wavy Jedi mind tricks: Scientists require proof. So, like any self-respecting biologist, Olive panics and kisses the first man she sees.  That man is none other than Adam Carlsen, a young hotshot professor--and well-known ass. Which is why Olive is positively floored when Stanford's reigning lab tyrant agrees to keep her charade a secret and be her fake boyfriend. But when a big science conference goes haywire, putting Olive's career on the Bunsen burner, Adam surprises her again with his unyielding support and even more unyielding... six-pack abs.  Suddenly their little experiment feels dangerously close to combustion. And Olive discovers that the only thing more complicated than a hypothesis on love is putting her own heart under the microscope.","Contemporary, Fiction, Contemporary Romance, Adult, Audiobook, Chick Lit, New Adult"
"The Fall","Muchamore","Robert","Banned by restriction","When an MI5 mission goes disastrously wrong, James Adams needs all of his skills to get out of Russia alive.  Meanwhile, his sister Lauren is on her first solo mission trying to uncover a brutal human trafficking operation.  And when James does get home, he finds that his nightmare is just beginning.","Young Adult, Fiction, Action, Adventure, Childrens, Espionage, Thriller"
"A Song Only I Can Hear","Jonsberg","Barry","Banned pending investigation","Introducing Rob Fitzgerald: thirteen years old and determined to impress the new girl at school, but it's a difficult task for a super-shy kid who is prone to panic attacks that include vomit, and genuine terror that can last all day. An anonymous texter is sending Rob challenges and they might just help. Or not.  Beautifully moving and full of heart and humour, A Song Only I Can Hear is a delightful novel about dreaming big, being brave and marching to the beat of your own drum.","Young Adult, Middle Grade, LGBT, Queer, Realistic Fiction, Contemporary, Transgender"
"The Summer Prince","Johnson","Alaya Dawn","Banned pending investigation","The lush city of Palmares Tres shimmers with tech and tradition, with screaming gossip casters and practiced politicians. In the midst of this vibrant metropolis, June Costa creates art that's sure to make her legendary. But her dreams of fame become something more when she meets Enki, the bold new Summer King. The whole city falls in love with him including June's best friend, Gil. But June sees more to Enki than amber eyes and a lethal samba. She sees a fellow artist.  Together, June and Enki will stage explosive, dramatic projects that Palmares Tres will never forget. They will add fuel to a growing rebellion against the governments strict limits on new tech. And June will fall deeply, unfortunately in love with Enki. Because like all Summer Kings before him, Enki is destined to die.","Young Adult, Science Fiction, Fantasy, Dystopia, Romance, Fiction, LGBT"
"The Lost Book of the White","Clare","Cassandra","Banned","From #1 New York Times bestselling authors Cassandra Clare and Wesley Chu comes the second book in the Eldest Curses series and a thrilling new adventure for High Warlock Magnus Bane and Alec Lightwood, for whom a death-defying mission into the heart of evil is not just a job, it’s also a romantic getaway. The Lost Book of the White is a Shadowhunters novel.  Life is good for Magnus Bane and Alec Lightwood. They’re living together in a fabulous loft, their warlock son, Max, has started learning to walk, and the streets of New York are peaceful and quiet—as peaceful and quiet as they ever are, anyway.  Until the night that two old acquaintances break into Magnus’s apartment and steal the powerful Book of the White. Now Magnus and Alec will have to drop everything to get it back. They need to follow the thieves to Shanghai, they need to call some backup to accompany them, and they need a babysitter.  Also, someone has stabbed Magnus with a strange magical weapon and the wound is glowing, so they have that to worry about too.  Fortunately, their backup consists of Clary, Jace, Isabelle, and newly minted Shadowhunter Simon. In Shanghai, they learn that a much darker threat awaits them. Magnus’s magic is growing unstable, and if they can’t stop the demons flooding into the city, they might have to follow them all the way back to the source—to the very realm of the dead. Can they stop the threat to the world? Will they make it back home before their kid completely wears out Alec’s mom?","Fantasy, Young Adult, LGBT, Romance, Urban Fantasy, Paranormal, Queer"
"Joyland","King","Stephen","Banned","College student Devin Jones took the summer job at Joyland hoping to forget the girl who broke his heart. But he wound up facing something far more terrible: the legacy of a vicious murder, the fate of a dying child, and dark truths about life - and what comes after - that would change his world forever.  A riveting story about love and loss, about growing up and growing old - and about those who don't get to do either because death comes for them before their time. It is at once a mystery, a horror story, and a bittersweet coming-of-age novel, one that will leave even the most hard-boiled reader profoundly moved.","Horror, Fiction, Mystery, Thriller, Crime, Audiobook, Mystery Thriller"
"I Am Not Your Perfect Mexican Daughter","Sánchez","Erika L.","Banned","Perfect Mexican daughters do not go away to college. And they do not move out of their parents’ house after high school graduation. Perfect Mexican daughters never abandon their family.  But Julia is not your perfect Mexican daughter. That was Olga’s role.  Then a tragic accident on the busiest street in Chicago leaves Olga dead and Julia left behind to reassemble the shattered pieces of her family. And no one seems to acknowledge that Julia is broken, too. Instead, her mother seems to channel her grief into pointing out every possible way Julia has failed.  But it’s not long before Julia discovers that Olga might not have been as perfect as everyone thought. With the help of her best friend Lorena, and her first kiss, first love, first everything boyfriend Connor, Julia is determined to find out. Was Olga really what she seemed? Or was there more to her sister’s story? And either way, how can Julia even attempt to live up to a seemingly impossible ideal?","Young Adult, Fiction, Contemporary, Realistic Fiction, Audiobook, Mental Health, Coming Of Age"
"Demon Tide","Forest","Laurie","Banned pending investigation","Nothing can stop the demon tide....  Newly exposed as the Black Witch of Prophecy, Elloren Gardner Grey is on the run, not knowing if she'll find friends or foes. With her fastmate, Lukas Grey, either dead or in the hands of High Mage Marcus Vogel, Elloren knows the only chance of turning the tide of the coming war is to seek allies who will listen long enough not to kill her on sight.  In the Eastern Realm, Water Fae Tierney Calix and Elloren's brother Trystan have joined the Wyvernguard to prepare for Vogel's attack. But Trystan is fighting on two fronts, as the most despised and least trusted member of the guard. And Tierney's bond with Erthia's most powerful river has exposed a danger even more terrifying than the looming war.  The Black Witch is back, and the Prophecy is at hand. It's time to fight. But Vogel has one more earth-shattering revelation for them all.  Books in The Black Witch Chronicles:  The Black Witch  The Iron Flower  The Shadow Wand  The Demon Tide  Wandfasted (novella)*  Light Mage (novella)*  *Also available in The Rebel Mages anthology","Fantasy, Young Adult, Romance, Audiobook, Witches, Magic, Fiction"
"Salvage the Bones","Ward","Jesmyn","Banned by restriction","Winner of the 2011 National Book Award for Fiction  A hurricane is building over the Gulf of Mexico, threatening the coastal town of Bois Sauvage, Mississippi, and Esch's father is growing concerned. A hard drinker, largely absent, he doesn't show concern for much else. Esch and her three brothers are stocking food, but there isn't much to save. Lately, Esch can't keep down what food she gets; she's fourteen and pregnant. Her brother Skeetah is sneaking scraps for his prized pitbull's new litter, dying one by one in the dirt, while brothers Randall and Junior try to stake their claim in a family long on child's play and short on parenting. As the twelve days that comprise the novel's framework yield to the final day and Hurricane Katrina, the unforgettable family at the novel's heart—motherless children sacrificing for each other as they can, protecting and nurturing where love is scarce—pulls itself up to struggle for another day. A wrenching look at the lonesome, brutal, and restrictive realities of rural poverty, ""Salvage the Bones"" is muscled with poetry, revelatory, and real.","Fiction, Contemporary, Literary Fiction, Historical Fiction, African American, Novels, Adult"
"When I Was the Greatest","Reynolds","Jason","Banned pending investigation","In Bed Stuy, New York, a small misunderstanding can escalate into having a price on your head—even if you’re totally clean. This gritty, triumphant debut captures the heart and the hardship of life for an urban teen.  A lot of the stuff that gives my neighborhood a bad name, I don’t really mess with. The guns and drugs and all that, not really my thing.  Nah, not his thing. Ali’s got enough going on, between school and boxing and helping out at home. His best friend Noodles, though. Now there’s a dude looking for trouble—and, somehow, it’s always Ali around to pick up the pieces. But, hey, a guy’s gotta look out for his boys, right? Besides, it’s all small potatoes; it’s not like anyone’s getting hurt.  And then there’s Needles. Needles is Noodles’s brother. He’s got a syndrome, and gets these ticks and blurts out the wildest, craziest things. It’s cool, though: everyone on their street knows he doesn’t mean anything by it.  Yeah, it’s cool…until Ali and Noodles and Needles find themselves somewhere they never expected to be…somewhere they never should've been—where the people aren't so friendly, and even less forgiving.","Young Adult, Realistic Fiction, Fiction, Contemporary, Audiobook, African American, Coming Of Age"
"Under the Microscope: The Human Body","Walker","Richard","Banned pending investigation","Explores the basic science of the human body by focusing on its muscles.",""
"Wide Sargasso Sea","Rhys","Jean","Banned pending investigation","Wide Sargasso Sea, a masterpiece of modern fiction, was Jean Rhys’s return to the literary center stage. She had a startling early career and was known for her extraordinary prose and haunting women characters. With Wide Sargasso Sea, her last and best-selling novel, she ingeniously brings into light one of fiction’s most fascinating characters: the madwoman in the attic from Charlotte Brontë’s Jane Eyre. This mesmerizing work introduces us to Antoinette Cosway, a sensual and protected young woman who is sold into marriage to the prideful Mr. Rochester. Rhys portrays Cosway amidst a society so driven by hatred, so skewed in its sexual relations, that it can literally drive a woman out of her mind.  A new introduction by the award-winning Edwidge Danticat, author most recently of , expresses the enduring importance of this work. Drawing on her own Caribbean background, she illuminates the setting’s impact on Rhys and her astonishing work.","Classics, Fiction, Historical Fiction, Historical, Literature, Literary Fiction, Feminism"
"Street Dreams","Kellerman","Faye","Banned by restriction","Street Dreams by Kellerman, Faye. Published by Vision,2004, Mass Market Paperback","Mystery, Fiction, Crime, Thriller, Mystery Thriller, Suspense, Jewish"
"Introducing Teddy","Walton","Jessica","Banned","One sunny day, Errol finds that Thomas the Teddy is sad, and Errol can't figure out why. Then Thomas the Teddy finally tells Errol what Teddy has been afraid to say: 'In my heart, I've always known that I'm a girl Teddy, not a boy Teddy. I wish my name was Tilly.' And Errol says, 'I don't care if you're a girl teddy or a boy teddy! What matters is that you are my friend.'","Picture Books, LGBT, Childrens, Gender, Queer, Fiction, Gender Identity"
"Year of Wonders: A Novel of the Plague","Brooks","Geraldine","Banned by restriction","Year of Wonders is historical fiction of the highest order--absolutely convincing in its period detail, filled with full-blooded characters who arouse one's deepest empathy, and driven by a story of striking immediacy. In 1665, the north of England remains untouched by the plague that is ravaging London. Then, in a small, close-knit community of lead miners and hill farmers, a bolt of cloth has no way of knowing that the damp fabric carries within its folds the deadly bubonic infection. Confronted with a scourge beyond remedy or understanding, the villagers turn in desperation to sorcery, herb lore, and murderous witch hunting--to no effect. Finally, led by a young and charismatic preacher, they elect to isolate themselves in a quarantine that may only deepen the tragedy. Told through the eyes of hard-working, inquisitive Anna Firth, who at age 18 must conten explores love and learning, fear and fanaticism, and the struggle of science and religion to interpret the world on the cusp of the modern era.","Historical Fiction, Fiction, Historical, British Literature, Audiobook, Book Club, Adult"
"The Dress Lodger","Holman","Sheri","Banned by restriction","In Sunderland, England, a city quarantined by the cholera epidemic of 1831, a defiant, fifteen-year old beauty in an elegant blue dress makes her way between shadow and lamp light. A potter's assistant by day and dress lodger by night, Gustine sells herself for necessity in a rented gown, scrimping to feed and protect her only love: her fragile baby boy. She holds a glimmer of hope after meeting Dr. Henry Chiver, a prisoner of his own dark past. But in a world where suspicion of medicine runs rampant like a fever, these two lost souls will become irrevocably linked, as each crosses lines between rich and destitute, decorum and abandon, damnation and salvation. By turns tender and horrifying, The Dress Lodger is a captivating historical thriller charged with a distinctly modern voice. . . .","Historical Fiction, Fiction, Historical, British Literature, 19th Century, Mystery, Adult"
"Core","Combs","Teshelle","Banned by restriction","Book 1 of the Core Series  Ava is sucked into a realm she never knew existed. She must battle the shadowy, soul-leeching nightfolk and the jealous, fanged werefolk, even though her life is already tangled in lies and drenched in secrets. Still, no matter where Ava is--in the thunderous roar of Miami's red dragon fight club or the deadly quiet of the sky dungeon--Cale is with her. And as long as he's there, everything she's endured in her dark life may be worth it.  Will she be brave enough?  Cale never meant to find her. But once he did, his world began to unravel. His heart was torn...torn between loyalty to his nest and the burning need to be with the one person who could spark his dragon core.  Can he win her trust?  ***  If you like Core, check out the rest of the series:  Core (Book 1) Sole (Book 2) Vane (Book 3) Sake (Book 4) Untitled (Final Book) - TBR Fall 2015","Dragons, Fantasy, Young Adult, Urban Fantasy, Fiction, Shapeshifters, Paranormal"
"Concrete Rose","Thomas","Angie","Banned pending investigation","International phenomenon Angie Thomas revisits Garden Heights seventeen years before the events of The Hate U Give in this searing and poignant exploration of Black boyhood and manhood.  If there’s one thing seventeen-year-old Maverick Carter knows, it’s that a real man takes care of his family. As the son of a former gang legend, Mav does that the only way he knows how: dealing for the King Lords. With this money he can help his mom, who works two jobs while his dad’s in prison.  Life’s not perfect, but with a fly girlfriend and a cousin who always has his back, Mav’s got everything under control.  Until, that is, Maverick finds out he’s a father.  Suddenly he has a baby, Seven, who depends on him for everything. But it’s not so easy to sling dope, finish school, and raise a child. So when he’s offered the chance to go straight, he takes it. In a world where he’s expected to amount to nothing, maybe Mav can prove he’s different.  When King Lord blood runs through your veins, though, you can't just walk away. Loyalty, revenge, and responsibility threaten to tear Mav apart, especially after the brutal murder of a loved one. He’ll have to figure out for himself what it really means to be a man.","Young Adult, Fiction, Contemporary, Audiobook, Realistic Fiction, Historical Fiction, Coming Of Age"
